,,Name,상장주식수(주),최대주주등-대표주주명(Q),최대주주등-세부주주수(Q)(명),최대주주및특별관계자 보유주식수(보통)(주),최대주주및특별관계자 보유주식수(우선)(주),최대주주등-잠재주식수(Q),최대주주등-주권의 지분율(Q)(%),최대주주등-주식등 총지분율(Q)(%)
8870,,금비,1000000,고병헌,9,562095,,,56.21,56.21
36710,,심텍홀딩스,34895833,전세호,2,19445537,,,55.72,55.72
1550,,조비,5192239,(주)경농,2,3735848,,,74.06,74.06
47560,,이스트소프트,9899400,김장중,11,3040280,,170000,30.71,32.43
115310,,인포바인,3192883,권성준,2,556679,,,17.43,17.43
36690,,코맥스,14279965,변봉덕,9,4687082,,,33.47,33.47
42110,,에스씨디,48329564,Nidec Sankyo Corporation,1,24851645,,,51.42,51.42
66130,,하츠,12800000,(주)벽산,1,5929979,,,46.33,46.33
900070,,글로벌에스엠,53743968,서울메탈홀딩스,13,29883631,,,55.6,55.6
6880,,신송홀딩스,11828858,조갑주,18,6973703,,,58.95,58.95
49470,,SGA,92530262,은유진,14,18414727,,,20.48,20.48
208370,,셀바스헬스케어,13147071,셀바스에이아이,5,9716040,,33564,73.9,74.16
36260,,이매진아시아,35679116,(주)청호컴넷,3,12816848,,,36.49,36.49
73110,,엘엠에스,8895755,나우주,4,2137242,,,24.03,24.03
81150,,티플랙스,24268402,김영국,8,7032616,,,28.98,28.98
42600,,새로닉스,12423574,허제홍,13,8111764,,,65.29,65.29
53260,,금강철강,18720000,주광남,4,9964206,,,53.23,53.23
25550,,한국선재,24522254,이제훈,5,8916025,,,36.36,36.36
158310,,인터불스,8627324,조대희,1,1400000,,,19.95,19.95
39230,,폭스브레인,49620228,준파투자조합,1,3740434,,,8.96,8.96
88790,,진도,12447744,임오파트너스,4,6329328,,,50.85,50.85
6140,,피제이전자,10000000,김재석,16,7043530,,,70.44,70.44
265560,,영화테크,5345090,엄준형,6,2626000,,,49.13,49.13
30270,,에스마크,126094026,,,,,,,
25820,,이구산업,33442000,손인국,18,17054124,,,51,51
66670,,디스플레이텍,18691918,박윤민,2,5905372,,,31.59,31.59
56360,,코위버,9796800,황인환,4,2823660,,,28.82,28.82
43910,,자연과환경,33949357,정대열,2,1698007,,,5,5
10240,,흥국,12322696,류종묵,19,3285860,,,53.33,53.33
101390,,아이엠,22572009,손을재,2,2269659,,,10.06,10.06
43100,,솔고바이오,119725785,김서곤,4,13741830,,,11.48,11.48
4590,,한국가구,3000000,최훈학,6,1008421,,,67.23,67.23
1020,,페이퍼코리아,54216966,유암코기업리바운스제7차 기업재무안정사모투자합자회사,1,18534546,,17421602,34.19,50.19
48770,,TPC,12900000,엄재윤,9,8577367,,,66.49,66.49
208140,,정다운,20529824,이지바이오,1,6905894,,,33.64,33.64
111820,,지와이커머스,20154595,씨피어쏘시에이츠 유한회사,1,2300000,,,11.56,11.56
37370,,EG,7500000,박지만,2,1961323,,,26.15,26.15
18620,,우진비앤지,16217013,강재구,5,4677737,,,39.01,39.01
68050,,팬엔터테인먼트,13742997,박영석,2,6187022,,,45.02,45.02
84670,,동양고속,3099345,최성원,6,1361748,,,52.54,52.54
138070,,신진에스엠,8972183,김영현,5,4393573,,,48.97,48.97
6570,,대림통상,15225000,디앤디파트너스,8,13478238,,,88.53,88.53
79660,,사조해표,7160000,사조산업(주),9,3604136,,,50.34,50.34
89850,,유비벨록스,7115697,이흥복,14,1879901,,22000,26.42,26.73
123040,,엠에스오토텍,27205022,이태규,4,9493156,,,34.9,34.9
43590,,크로바하이텍,13000000,송한준,2,3855533,,,29.66,29.66
90410,,덕신하우징,40060000,김명환,6,14385050,,,35.91,35.91
72770,,네오디안테크놀로지,35433958,이현진,7,5417126,,55000,17.87,18.02
94970,,제이엠티,16748240,정수연,2,8366000,,,49.95,49.95
24120,,KB오토시스,11500000,F-M MOTORPARTS LIMITED,19,7768487,,,67.55,67.55
37440,,희림,13922475,정영균,4,4171811,,,29.96,29.96
217820,,엔에스,4900000,이세용,4,2055842,,,41.96,41.96
217620,,디딤,35201905,이범택,5,18038737,,,51.24,51.24
226360,,이엑스티,26322574,송기용,6,18886416,,,74.58,74.58
9190,,대양금속,12317933,한국스탠다드차타드은행,1,2843400,12750000,21771373,23.08,72.21
118000,,우리들휴브레인,21553594,,,,,,,
6920,,모헨즈,10920000,김기수,3,3534406,,,32.37,32.37
33830,,티비씨,100000000,나노켐,5,33811060,,,33.81,33.81
13810,,스페코,14655470,김종섭,3,6765540,,,46.16,46.16
910,,유니온,15611619,이건영,10,6953458,,,44.54,44.54
900090,,차이나하오란,94000000,Zhang Hao Rong,1,8539909,,732761,9.09,9.79
246690,,티에스인베스트먼트,22421004,김웅,5,13540004,,,60.39,60.39
1810,,무림SP,22137500,이도균,3,13594346,,,61.41,61.41
4270,,남성,36212160,윤남철,10,14516080,,,40.09,40.09
50090,,휘닉스소재,69138942,홍석규,6,11463469,,,16.58,16.58
106520,,디지탈옵틱,34342127,케이피엠인베스트먼트,2,2928257,,2964060,8.53,15.79
177350,,베셀,11192368,서기만,3,2625884,,,23.46,23.46
114630,,우노앤컴퍼니,13573965,김승호 (KIM JIM),2,2135246,,,15.73,15.73
7120,,미래아이앤지,103587319,엔케이물산,1,25644610,,,24.76,24.76
64820,,케이프,25528573,김종호,6,7311520,,,31.93,31.93
264660,,씨앤지하이테크,4202740,,,,,,,
99220,,SDN,35169296,최기혁,9,4441929,,1119424,12.63,15.41
218150,,미래생명자원,17101428,김성진,5,12471639,,,72.93,72.93
56700,,신화인터텍,29135091,(주)효성,3,4461227,,,15.31,15.31
1620,,동국실업,53312072,국인산업,8,17626959,,2772643,33.06,36.37
263810,,상신전자,3921000,미래나노텍,2,1600050,,,40.81,40.81
66910,,손오공,21896161,"Mattel Marketing Holdings, Pte. Ltd.",1,2627539,,,12,12
54210,,이랜텍,20478206,이세용,6,7611748,,610500,37.17,38.99
900120,,씨케이에이치,110404457,WANG YUEREN,11,34378316,,10599132,31.14,40.74
123700,,SJM,15604898,에스제이엠홀딩스,6,8275000,,,53.03,53.03
37760,,쎄니트,33832921,최재관,8,18576371,,,54.91,54.91
49800,,우진플라임,10000000,김익환,3,4053984,,,40.54,40.54
123410,,코리아에프티,27841064,S.I.S SRL,9,11711836,,,42.07,42.07
19590,,엠벤처투자,118480095,홍성혁,3,21015688,,184501,19.03,19.17
23350,,한국종합기술,10950000,한국종합기술홀딩스,2,5696095,,,52.02,52.02
41930,,동아화성,15800000,임경식,7,6700577,,,42.41,42.41
25530,,SJM홀딩스,14934008,김휘중,6,9544185,,,63.91,63.91
109820,,진매트릭스,10215273,김수옥,4,1596614,,202709,15.63,17.27
234100,,세원,3633000,유기철,9,1600910,,,44.07,44.07
237750,,피앤씨테크,6496600,광명전기,9,3400000,,,52.34,52.34
36640,,HRS,16354800,강성자,3,7366810,,,45.04,45.04
31310,,아이즈비전,15772574,이통형,7,4881707,,,30.95,30.95
31820,,콤텍시스템,47851466,남석우,7,8120070,,,25.49,25.49
126880,,제이엔케이히터,16505372,김방희,3,4040590,,,27.26,27.26
41520,,이라이콤,12188730,김중헌,4,5643994,,,46.31,46.31
15260,,에이엔피,82784868,전운관,3,9520475,,3870966,19.56,25.48
123260,,STC,23547769,이희춘,7,2121996,,144079,10.44,11.07
100660,,서암기계공업,12600000,권영열,5,8184637,,,64.96,64.96
190510,,나무가,3424962,서정화,7,966400,,1020,28.25,28.28
131180,,딜리,29350000,최근수,9,11861882,,,40.42,40.42
178780,,유테크,14667032,에스앤피홀딩스,1,776053,,,7.02,7.02
105550,,트루윈,10038714,남용현,2,2937881,,,29.27,29.27
71090,,하이스틸,1999944,엄정헌,13,1056696,,,52.84,52.84
161570,,미동앤씨네마,13791786,상해 유펑 인베스트먼트,3,7252021,,2821429,52.58,60.64
14130,,한익스프레스,12000000,김영혜,5,623617,,,51.97,51.97
109860,,동일금속,7000000,오길봉,5,4040628,,,57.72,57.72
35480,,마제스타,45529070,NHT컨소시엄,1,11444888,,1776198,25.14,27.95
9460,,한창제지,59667486,김승한,10,24008863,,,40.24,40.24
127120,,디엔에이링크,10737800,에이티넘인베스트먼트,3,2325654,,2129004,21.66,34.62
54930,,유신,3000000,전긍렬,9,1623697,,,54.12,54.12
10470,,오리콤,11498750,(주)두산,2,7358150,,,63.99,63.99
19010,,그랜드백화점,4820000,김만진,9,1904684,,,39.52,39.52
49120,,파인디앤씨,24068137,홍성천,11,4786127,,1196681,21.55,25.56
1560,,제일연마,10000000,오유인,4,5092212,,,50.92,50.92
60900,,퍼시픽바이오,47410004,씨피파트너스제1호사모투자전문회사,1,,23453765,,28.64,28.64
18500,,동원금속,46754933,손명완,2,12241619,,,34.05,34.05
65570,,삼영이엔씨,8800000,황원,2,3033825,,,34.48,34.48
171010,,램테크놀러지,11382966,길준잉,9,4619852,,,40.59,40.59
19990,,에너토크,9756088,西部電機 株式會社(서부전기(주)),6,2918404,,292302,29.91,31.95
87600,,픽셀플러스,8166558,이서규,7,2485567,,,30.44,30.44
54090,,삼진엘앤디,24959232,이경재,7,5532459,,,22.17,22.17
101240,,씨큐브,8050441,장길완,7,2457743,,200000,30.53,33.01
39290,,인포뱅크,8693978,박태형,8,3598596,,,41.39,41.39
127710,,아시아경제,25244030,케이엠에이치,4,11590046,,,45.91,45.91
94840,,슈프리마에이치큐,10471840,이재원,5,4641956,,,44.33,44.33
52770,,와이디온라인,30162616,시니안,2,9450522,,100000,37.08,37.47
269620,,시스웍,18000000,김형철,7,9851220,,,54.73,54.73
32800,,판타지오,72703943,골드파이낸스코리아,2,40936141,,,56.31,56.31
263920,,에스엔피월드,7876580,전동걸,4,5610920,,,71.24,71.24
49550,,잉크테크,16019932,정광춘,8,2769391,,45000,17.29,17.57
37230,,한국팩키지,25000000,한국제지(주),4,16000000,,,64,64
42500,,링네트,14936878,이주석,15,3943995,,,26.4,26.4
12860,,서연전자,27000000,한일이화(주),1,13533192,,,50.12,50.12
1070,,대한방직,5300000,설범,11,265813,,,25.08,25.08
8420,,문배철강,20503505,배종민,9,7532460,,,36.74,36.74
85670,,뉴프렉스,14104026,임우현,2,4500908,,100000,33.24,33.98
142210,,유니트론텍,9931950,남궁선,5,3130011,,,31.51,31.51
208710,,바이오로그디바이스,27402512,이재선,5,7367233,,,26.89,26.89
33200,,모아텍,14331185,"Minebea Co., Ltd.",1,7287238,,,50.85,50.85
101170,,우림기계,13500000,한현석,4,7189417,,,53.25,53.25
32680,,소프트센,30780260,아이티센,3,11406851,,,37.06,37.06
36480,,대성미생물,3800000,이동규,2,146674,,,38.6,38.6
78860,,아이오케이,26574014,W홀딩컴퍼니,2,34971770,,,26.32,26.32
52860,,아이앤씨,15789538,박창일,1,4008218,,1270903,26.37,32.06
24830,,세원물산,8350000,(주)세원정공,3,5122370,,,61.35,61.35
189980,,흥국에프엔비,7341291,오길영,9,3740098,,30000,50.95,51.35
54630,,에이디칩스,24692169,골든에이지인베스트,1,2441558,,,9.89,9.89
3310,,대주산업,35392350,정은섭,3,13580673,,,38.37,38.37
5360,,모나미,18897307,송하경,8,5645661,,,29.88,29.88
89890,,코세스,8426114,박명순,3,4154483,,,49.3,49.3
115500,,케이씨에스,12000000,한국컴퓨터지주(주),2,8455200,,,70.46,70.46
226350,,아이엠텍,20398526,스타앤홀딩스,1,1178947,,,6.18,6.18
46390,,삼화네트웍스,42857933,신상윤,4,16631302,,,38.81,38.81
37330,,인지디스플레,35603146,인지컨트롤스(주),8,13546860,,4250797,38.05,44.66
101000,,디엠씨,40042474,지앰씨,4,5523548,,3565806,15.28,23.46
97800,,윈팩,34091218,티엘아이,6,5588499,,3685657,16.39,24.55
63440,,에프엔씨애드컬쳐,38307875,에프엔씨엔터,8,16966480,,1000000,44.29,46.9
250060,,모비스,28230427,김지헌,3,13592664,,,48.15,48.15
76080,,웰크론한텍,19362573,웰크론,4,6629586,,,34.24,34.24
189690,,포시에스,7168563,조종민,5,3682620,,,51.37,51.37
175140,,인포마크,3628208,최혁,9,882770,,60000,24.33,25.98
214330,,금호에이치티,9765000,금호전기(주),5,3649686,,,37.38,37.38
122690,,서진오토모티브,19541246,배석두,3,13399765,3000000,,72.75,72.75
33790,,스카이문스테크놀로지,17117100,Earn Wide International Limited,4,8577971,,2417209,50.11,56.29
101930,,인화정공,9331705,이인,1,4741280,,,50.81,50.81
17000,,신원종합개발,10068027,우진호,1,1250000,,,12.42,12.42
200470,,하이셈,17553680,팬아시아세미컨덕터서비스,1,4459690,,,25.41,25.41
263860,,지니언스,4854900,이동범,4,2234088,,,46.02,46.02
17680,,데코앤이,91826074,(주)키위미디어그룹,1,5500000,,9715242,5.99,14.98
13700,,까뮤이앤씨,45152280,베이스에이치디,5,2638383,,,58.43,58.43
4100,,태양금속,36700000,한우삼,6,15904730,,,43.34,43.34
213090,,미래테크놀로지,6120788,(주)다우데이타시스템,2,3495940,,,57.12,57.12
52670,,제일바이오,15000000,심광경,5,3997930,,,26.65,26.65
114190,,웰크론강원,15253030,웰크론한텍,4,7983373,,55000,52.34,52.7
215480,,토박스코리아,37682487,이선근,4,11062950,,,30.52,30.52
7370,,진양제약,12000000,최재준,5,3693076,,,30.78,30.78
54540,,삼영엠텍,13000000,강문식,3,1758664,,,13.53,13.53
222980,,한국맥널티,4975000,이은정,3,3423369,,,68.81,68.81
51780,,큐로홀딩스,60193222,권경훈,15,10681820,,3385240,17.75,22.13
9730,,코센,41732387,이제원,1,8938695,,,22.29,22.29
46970,,우리로,24791119,(주)인피온,3,5155722,,,22.12,22.12
32540,,TJ미디어,13931609,김우영,2,5629563,,,40.41,40.41
2410,,범양건영,24828607,플라스코앤비,2,11210715,,,47.16,47.16
10100,,한국프랜지,30450420,김윤수,5,2613468,,,42.91,42.91
21050,,서원,47474590,조시영,4,18789919,,,39.58,39.58
50960,,수산아이앤티,6751000,정보윤,17,3523046,,,52.19,52.19
50540,,한국코퍼레이션,26312841,한국홀딩스(29654),1,5676634,,,20.19,20.19
263800,,데이타솔루션,15718580,오픈베이스,3,10620580,,460000,69.15,72.15
187790,,나노,15705238,신동우,7,3882453,,,9.89,9.89
4140,,동방,32523970,김형곤,11,9463883,,,26.92,26.92
92300,,현우산업,14317308,문병선,5,5062985,,,35.36,35.36
78940,,일경산업개발,42481962,김형일,1,1834000,,,5.58,5.58
50860,,아세아텍,17500000,김신길,7,7606423,,,43.47,43.47
119650,,KC코트렐,13000000,KC그린홀딩스,11,4775525,,,36.73,36.73
44960,,이-글 벳,11668434,강태성,4,4490124,,973449,38.48,43.22
221980,,케이디켐,4034800,민남규,10,2833537,,40348,70.23,71.23
28080,,휴맥스홀딩스,12577506,변대규,3,4623198,,,36.76,36.76
71280,,로체시스템즈,15296603,Rorze International Pte. Ltd.,3,6675585,,,43.64,43.64
81580,,성우전자,15508143,조성면,8,6481423,,,41.79,41.79
96350,,대창솔루션,18608163,박정호,7,6893236,,,37.87,37.87
24740,,한일단조,29891328,홍진산업(주),3,7750817,,,43.32,43.32
16670,,포비스티앤씨,40078058,미래아이앤지,3,8125814,,1671309,20.27,23.47
27580,,상보,27208979,김상근,4,5839722,,991695,21.51,24.28
205470,,휴마시스,27724009,차정학,8,4502935,,212000,17.08,17.89
65690,,대진디엠피,13864500,박창식,10,5974731,,,43.09,43.09
6050,,국영지앤엠,34895243,최재원,8,5300882,,,15.19,15.19
148250,,알엔투테크놀로지,6328942,이효종,5,1741923,,,27.52,27.52
224110,,에이텍티앤,5340000,신승영,3,1759530,,,32.95,32.95
94190,,이엘케이,66014510,신동혁,11,8037069,,604535,12.17,12.97
2690,,동일제강,15000000,김준년,8,9200000,,,61.33,61.33
195440,,퓨전데이타,8408250,이종명,2,3629925,,,43.17,43.17
10600,,웰바이오텍,15249884,파티게임즈,1,1763829,,,11.57,11.57
80470,,성창오토텍,7300000,고우종,4,3803640,,,52.1,52.1
123570,,이엠넷,11138039,김영원,7,4604676,,,41.34,41.34
760,,이화산업,2800000,조규완,6,2040482,,,72.87,72.87
170030,,현대공업,15340000,강현석,5,8739714,,,56.97,56.97
263540,,샘코,7936681,이창우,6,3539236,,85000,44.59,45.66
26940,,부국철강,20000000,남상규,9,10687500,,,53.44,53.44
11420,,갤럭시아에스엠,27549644,트리니티에셋매니지먼트,5,10180757,,,36.95,36.95
1210,,금호전기,6976568,박명구,12,2525420,,,36.52,36.52
92780,,동양피스톤,13168460,양준규,5,6768460,,,51.4,51.4
87730,,네패스신소재,2860000,(주)네패스,3,1100000,,,38.46,38.46
7280,,한국특수형강,18020878,유비제구차유동화전문유한회사,1,3307426,,,18.35,18.35
14910,,성문전자,19486857,신동열,6,6017170,,,30.88,30.88
124500,,아이티센,15700682,강진모,7,3461881,,1378426,22.66,29.31
187870,,디바이스이엔지,6782000,최봉진,9,2802000,,,41.32,41.32
39310,,세중,18121667,천신일,6,5067037,,,27.96,27.96
24900,,덕양산업,32564980,윤성희,13,14282500,,,43.86,43.86
33430,,디에스티,9734756,한강홀딩스,1,1972386,,,21.33,21.33
101140,,아티스,23641211,대덕기연,2,4287374,,,18.14,18.14
94360,,칩스앤미디어,7411627,텔레칩스,3,2794476,,,37.7,37.7
119500,,포메탈,11847232,오세원,12,4147720,,,35.01,35.01
23460,,CNH,37200000,그래닛홀딩스(주),3,21393533,,,57.51,57.51
64290,,인텍플러스,11043483,이상윤,4,2549727,,463732,23.09,26.19
900110,,이스트아시아홀딩스,109000686,Ting Keung Wai,6,34088523,,2760000,36.83,39.81
60540,,에스에이티,25212157,에프넷,4,9333759,,1814149,37.34,41.58
24910,,경창산업,17560000,손일호,17,8546824,,,48.67,48.67
39240,,경남스틸,25000000,최충경,3,2514000,,,50.28,50.28
6890,,태경화학,11600000,(주)백광소재,4,6661980,,,57.43,57.43
49720,,고려신용정보,14300000,윤의국,6,6325556,,,44.23,44.23
136510,,쎄미시스코,5400000,이순종,6,2569383,,,47.58,47.58
31860,,엔에스엔,20588344,대주인터내셔널,1,2061006,,,10.01,10.01
128660,,피제이메탈,24803369,풍전비철,5,16255394,,,65.54,65.54
65500,,오리엔트정공,59900415,오리엔트바이오,6,24479329,,,41.41,41.41
12340,,뉴인텍,49125160,장기수,4,8891640,,1062992,18.1,20.26
154040,,솔루에타,12086586,(주)다산네트웍스,5,3000000,,2792320,27.21,41.92
54040,,한국컴퓨터,16071290,한국컴퓨터지주(주),2,6767000,,93800,42.11,42.44
84180,,수성,9424760,유니베스트,1,2270310,,,24.09,24.09
2220,,한일철강,2040000,엄정헌,14,984047,,,48.24,48.24
45060,,오공,11521974,김윤정,9,3893462,,,33.79,33.79
54940,,엑사이엔씨,33173548,구자극,7,6286460,,,18.95,18.95
39610,,화성밸브,7280000,장원규,6,3678644,,,50.53,50.53
53290,,NE능률,13497842,한국야쿠르트,4,8536764,,,63.25,63.25
105740,,디케이락,8232912,노은식,6,3299900,,,42.01,42.01
191410,,육일씨엔에쓰,9260160,구자옥,1,4581161,,,53.75,53.75
76610,,해성옵틱스,16675000,이을성,8,6620666,,,39.7,39.7
67920,,이글루시큐리티,10996119,이득춘,10,2426412,,72800,22.07,22.61
5820,,원림,2200000,신성엽,7,1354520,,,61.57,61.57
89530,,에이티세미콘,64643777,제이앤에이치테크,1,4957544,,,7.67,7.67
238120,,로고스바이오,3594724,정연철,7,1476945,,,41.09,41.09
23960,,에쓰씨엔지니어링,23851087,에스씨기획,6,6184386,,612119,56.41,58.71
71950,,코아스,30907210,노재근,4,8474702,,,27.42,27.42
44180,,KD건설,355691714,KD기술투자,2,24343637,,62111801,6.84,20.69
2070,,남영비비안,6867945,남석우,14,5210445,,,75.87,75.87
44380,,주연테크,98773270,화평홀딩스,2,20182714,,,20.43,20.43
39020,,이건홀딩스,14327078,박승준,5,5400548,,,37.69,37.69
115440,,우리넷,6365710,엘앤에스벤처캐피탈,1,2884080,,,45.31,45.31
8370,,원풍,12000000,서승민,14,6909222,,,57.58,57.58
215090,,한컴유니맥스,18152087,에이씨피씨,1,476000,,524000,257.99,141.14
176440,,에이치엔티,13402200,코아시아홀딩스,9,5297880,,,39.53,39.53
225590,,패션플랫폼,22706300,KTB자산운용(주),1,243976,,,5.61,5.61
38620,,위즈코프,37157072,정승환,6,10197583,,186000,28.67,29.05
226400,,오스테오닉,8458466,이동원,8,2481644,,290000,44.36,49.55
53050,,지에스이,29987597,지에스이홀딩스,6,13501960,,,45.03,45.03
5670,,푸드웰,8000000,성민겸,10,3562280,,,44.53,44.53
46310,,백금T&A,14313750,임학규,1,3669905,,,25.64,25.64
62860,,티엘아이,9872720,김달수,5,1121980,,,11.36,11.36
86060,,진바이오텍,8610587,이찬호,4,2580360,,,29.97,29.97
11230,,삼화전자,10457940,오영주,9,2362772,,1500048,49.66,61.73
5320,,국동,13596867,변상기,8,2465323,,,18.92,18.92
20120,,키다리스튜디오,15832549,(주)다우데이타시스템,7,10893453,,,68.8,68.8
54920,,한컴시큐어,13801544,김상철,4,4563189,,4020101,36.26,51.7
72130,,유엔젤,13195454,박지향,9,3212697,,75000,24.35,24.77
177830,,파버나인,10711272,이제훈,3,3747536,,,34.99,34.99
35460,,기산텔레콤,14577340,박병기,3,5134587,,,35.22,35.22
32750,,삼진,6000000,김승철,5,2606000,,,43.43,43.43
115480,,씨유메디칼,15570124,나학록,5,2917431,,,18.74,18.74
143540,,영우디에스피,12184466,박금성,4,3028458,,,24.86,24.86
126640,,화신정공,36373887,정서진,16,16105387,,,44.28,44.28
214870,,에치디프로,14555408,넥스트아이,1,950119,,,13.5,13.5
13000,,세우글로벌,23690705,안백순,2,4992208,,4450095,21.07,33.55
11080,,형지I&C,38955668,최병오,4,20044271,,,51.45,51.45
192390,,윈하이텍,9863089,송규정,6,4765037,,,48.31,48.31
68940,,아이씨케이,31179722,김남주,8,7442940,,,23.87,23.87
19540,,일지테크,13513500,구준모,6,6256983,,,46.3,46.3
24070,,WISCOM,15025920,구조웅,10,7508087,,,49.97,49.97
113810,,디젠스,22628051,디에이치코리아,1,9221167,,11565152,42.64,62.63
96040,,이트론,181355876,이아이디,1,16044124,,,8.85,8.85
57030,,와이비엠넷,16312697,민선식,15,8837682,,,54.18,54.18
53160,,프리엠스,6000000,주도식,3,2841050,,,47.35,47.35
12620,,원일특강,4400000,박성진,8,1972640,,,44.83,44.83
79000,,와토스코리아,7200000,송공석,12,4027909,,,59.23,59.23
8470,,부스타,8404800,유동근,6,3027173,,,36.02,36.02
66310,,큐에스아이,8278230,삼화양행,3,2853103,,,34.47,34.47
52900,,KMH하이텍,46885499,케이엠에이치,1,8692307,,,18.54,18.54
33310,,디케이디앤아이,21972411,디케이마린,3,12120655,,,55.16,55.16
256940,,케이피에스,4270000,송준호,7,1666922,,,39.04,39.04
64480,,브리지텍,11952500,이상호,4,4145400,,,34.68,34.68
10660,,화천기계,2200000,화천기공,5,759816,,,34.54,34.54
19180,,티에이치엔,18000000,채석,4,7705555,,,42.81,42.81
93230,,이아이디,152188696,이화전기공업,1,24215609,,113830034,19.74,58.37
75130,,플랜티넷,8960000,김태주,5,2486634,,,27.75,27.75
82850,,우리이티아이,41518621,우리조명지주,7,15542500,,,37.44,37.44
52460,,아이크래프트,8053968,박우진,3,1473794,,,18.3,18.3
174880,,장원테크,6045000,장현,2,3700000,,,61.21,61.21
65770,,CS,18835150,트러스트아이비1호조합,4,6600659,,1017741,35.04,40.45
38950,,파인디지털,10200765,김용훈,8,3032271,,10000,29.73,29.82
45300,,성우테크론,9054055,박찬홍,6,3522722,,,40.03,40.03
21880,,메이슨캐피탈,97204408,제이디글로벌에셋조합,8,34638694,,1400000,37.23,38.16
78650,,코렌,30071471,이종진,2,2493214,,,8.29,8.29
2680,,한탑,20800000,류지훈,3,9235856,,,44.4,44.4
65420,,에스아이리소스,52830995,최경덕 (CHEY GEN DEK),1,4167400,,,7.89,7.89
45890,,DB라이텍,26355016,동부하이텍,4,6865000,,202311,26.05,26.61
44060,,조광ILI,9885656,임만수,11,5287498,,,53.49,53.49
131400,,액트,17366763,낙산홀딩스,1,1444623,,,8.32,8.32
85910,,네오티스,11013678,권은영,11,4749367,,,43.12,43.12
219130,,타이거일렉,6314290,티에스이,4,3532750,,,55.95,55.95
23810,,인팩,10000000,최오길,5,4868170,,,48.68,48.68
17250,,인터엠,21045467,조순구,4,8464089,,,40.22,40.22
103230,,에스앤더블류,7200000,정화섭,2,4830010,,,67.08,67.08
215100,,로보로보,16448454,최영석,9,8230218,,,50.04,50.04
131220,,대한과학,7355087,서정구,16,2204131,,,30.8,30.8
20180,,대신정보통신,38428915,최갑순,6,5524503,,,14.38,14.38
2870,,신풍제지,34958700,정학헌,8,12085860,,,34.57,34.57
11300,,성안,56857860,박상태,11,21006233,,,36.95,36.95
66790,,씨씨에스,85564335,유인무,4,13823759,,,17.07,17.07
212560,,네오오토,7874963,김선현,11,4535346,,,57.59,57.59
36620,,버추얼텍,28933505,진선기업,3,7399114,,,26.67,26.67
70300,,한솔시큐어,7366074,한솔인티큐브,4,3256237,,38400,44.21,44.73
7770,,한일화학,3510000,윤성진,14,2435048,,,69.37,69.37
19770,,서연탑메탈,11650000,서연,4,5992800,,,51.44,51.44
91340,,S&K폴리텍,11703721,강원형,5,4958621,,,42.37,42.37
32860,,GMR 머티리얼즈,67558840,지엠알코리아,2,12000000,,3800000,17.76,22.14
75970,,동국알앤에스,18400000,장세희,10,10316105,,,56.07,56.07
27970,,세하,29562997,유암코워크아웃제일차기업재무안정사모투자펀드,1,21180047,,,71.64,71.64
23150,,MH에탄올,7378526,최동호,5,3878013,,,52.56,52.56
38340,,UCI,12539393,머큐리어드바이저,12,1664182,,360081,14.49,17.09
39670,,스포츠서울,30770997,소울인베스트먼트,3,3991876,,3115264,13.54,21.81
24060,,흥구석유,15000000,김상우,5,5628574,,,37.52,37.52
154030,,아시아종묘,9215539,류경오,4,3175458,,,38.79,38.79
2710,,TCC동양,22342500,손봉락,19,10523800,,10000,47.1,47.15
187270,,신화콘텍,10143845,이정진,11,4056007,,440079,40.77,43.28
32580,,피델릭스,20567273,"Dosilicon Co.,LTD.",1,5200374,,,25.28,25.28
89150,,케이씨티,17150000,한국컴퓨터지주(주),6,10860000,,235300,63.32,63.82
33110,,이디,56253409,파라다이스포인트,2,7317072,,,13.49,13.49
130500,,GH신소재,11000000,엔브이에이치코리아,3,5580000,,,50.73,50.73
35200,,프럼파스트,8846117,원재희,1,1988628,,,24.73,24.73
181340,,이즈미디어,7045100,홍성철,7,3149182,,,44.7,44.7
18700,,바른손,13903900,바른손이앤에이,5,2871263,,382596,20.65,23.4
150900,,파수닷컴,9212237,조규곤,12,2594406,,432401,31.86,35.3
153490,,우리이앤엘,49900000,우리이티아이,7,20542261,,2010050,41.17,45.2
2290,,삼일기업공사,12400000,박종웅,1,5083000,,,40.99,40.99
6200,,한국전자홀딩스,46803136,곽정소,8,18317446,,,39.14,39.14
32080,,아즈텍WB,20916684,허재명,5,8568836,,574349,40.97,42.54
109080,,옵티시스,5636000,신현국,10,1872821,,,33.23,33.23
104460,,동양피엔에프,10713625,조좌진,7,5443433,,535000,50.81,55.8
50320,,에이앤티앤,13389035,디지파이코리아,2,1113229,,,8.82,8.82
94860,,코닉글로리,47653062,조명제,3,5686960,,,11.93,11.93
72990,,에이치시티,4579934,이수찬,6,1750685,,,38.23,38.23
258610,,이더블유케이,7380944,부태성,5,4250057,,,57.58,57.58
90740,,연이정보통신,16000000,이용호,3,7308497,,,45.68,45.68
189860,,서전기전,4849390,홍춘근,1,2196000,,,45.28,45.28
21650,,한국큐빅,14590000,삼영무역(주),4,4443031,,1760563,30.45,37.94
83500,,에프엔에스테크,7015485,한경희,7,1963255,,,29.63,29.63
51390,,YW,11355368,우병일,1,2645900,,,23.3,23.3
141070,,맥스로텍,24866457,김인환,4,5282325,,56000,21.6,21.83
