,,Name,상장주식수(주),최대주주등-대표주주명(Q),최대주주등-세부주주수(Q)(명),최대주주및특별관계자 보유주식수(보통)(주),최대주주및특별관계자 보유주식수(우선)(주),최대주주등-잠재주식수(Q),최대주주등-주권의 지분율(Q)(%),최대주주등-주식등 총지분율(Q)(%)
121440,,골프존뉴딘홀딩스,42836818,김원일,25,23102579,,,53.93,53.93
13580,,계룡건설,8930907,이승찬,15,3823345,,,42.81,42.81
77500,,유니퀘스트,27115171,임창완,6,12532946,,,46.33,46.33
74430,,아미노로직스,87826844,(주)삼오제약,1,26783244,,,30.5,30.5
37950,,엘컴텍,84447519,파트론,5,55149498,,120000,65.31,65.36
11160,,두산건설,63817902,두산중공업(주),31,48236521,4689057,27416329,78.33,85
36530,,S&T홀딩스,16303886,최평규,8,9775407,,,61.75,61.75
42370,,비츠로테크,22353873,장순상,6,13966019,,,62.48,62.48
203650,,드림시큐리티,35805754,범진규,11,19005047,,,54.57,54.57
43580,,에임하이,65262623,왕설컴퍼니,3,6621012,,,10.15,10.15
31330,,에스에이엠티,99995067,삼지전자,1,49838076,,,49.84,49.84
64800,,필링크,57928683,젬백스테크놀러지,3,11438478,,7004396,20.95,29.94
35890,,서희건설,173467745,이봉관,9,52379886,,33613443,30.2,41.53
21320,,KCC건설,21400000,케이씨씨,2,14128027,,,66.02,66.02
2460,,화성산업,12450800,이인중,31,4824980,,,38.75,38.75
54780,,키이스트,77453469,배용준,3,19551201,,,25.24,25.24
25320,,시노펙스,65517274,글로션,12,5041993,,5298353,7.7,15.27
222800,,심텍,22752959,심텍홀딩스,1,9450375,1593625,,41.53,41.53
115160,,휴맥스,23911798,휴맥스홀딩스,1,7684633,,,32.14,32.14
89980,,상아프론테크,14263536,이상원,7,6614280,,,46.37,46.37
65650,,메디프론,29439113,정민환,5,1896853,,,6.44,6.44
37460,,삼지전자,16318522,이기남,12,7592360,,32669,46.53,46.63
860,,강남제비스코,6500000,황익준,10,3298326,,,50.74,50.74
36030,,KTH,35715022,(주)케이티,3,23990022,,,67.17,67.17
178320,,서진시스템,6388737,전동규,21,2738406,,140000,43.82,46.06
206560,,덱스터,22863020,김용화,5,7383920,,63000,33.01,33.29
10820,,퍼스텍,46764840,김근수,4,23720579,,500000,50.72,51.24
196450,,텔루스,86134261,텔루스컨소시엄,1,13888887,,,16.37,16.37
144960,,뉴파워프라즈마,8250337,최대규,15,3134761,,142865,38,39.05
18290,,지엠피,23620622,강창영,4,3713751,,1011177,17.29,21.01
118990,,모트렉스,5450109,이형환,23,3137349,,,57.97,57.97
78150,,HB테크놀러지,78990426,에이치비콥,8,24808802,,,31.41,31.41
320,,노루홀딩스,13291151,한영재,17,6128996,,,46.11,46.11
5090,,삼광글라스,4854418,이복영,5,2164000,,,44.58,44.58
61970,,엘비세미콘,43784592,엘비,21,22796411,,,52.06,52.06
131390,,피앤이솔루션,14280000,정대택,2,5211084,,,36.49,36.49
5160,,동국산업,54244482,장세희,11,28023678,,,51.66,51.66
90370,,메타랩스,36660800,니케프라우스 투자조합,4,18800288,,,62.21,62.21
89470,,HDC현대EP,31900000,현대산업개발(주),3,15406000,,,48.29,48.29
9520,,포스코엠텍,41642703,(주)포스코,3,23292010,,,55.93,55.93
251630,,브이원텍,7366090,김선중,4,4014493,,,54.5,54.5
215790,,이노인스트루먼트,20283149,조봉일,9,78975511,,,79.04,79.04
4440,,대림씨엔에스,12731947,대림산업(주),7,7959341,,,62.51,62.51
8290,,원풍물산,38391781,이두식,6,13631168,,,35.51,35.51
7810,,코리아써키트,23620751,(주)영풍,11,13708640,1625322,,60.74,60.74
1260,,남광토건,9826075,세운건설,5,6400000,,,65.18,65.18
225530,,보광산업,34470000,홈센타홀딩스,11,24879807,,,72.18,72.18
3350,,한국화장품제조,4532000,임충헌,12,2116982,,,46.71,46.71
150840,,인트로메딕,7652628,심한보,3,668719,,40000,9.28,9.84
282690,,동아타이어,13733015,김만수,5,8912695,,,64.9,64.9
8970,,동양철관,88885290,동국실업(주),3,19218378,,,22.03,22.03
16610,,DB금융투자,42446389,DB손해보험,14,16962310,,,39.96,39.96
900290,,GRT,67375000,주영남,1,25991093,,,38.58,38.58
65170,,넥스트BT,61587062,문원국,5,8661058,,,21.79,21.79
180,,성창기업지주,69751600,정해린,22,20313015,,,29.12,29.12
53950,,경남제약,11248376,오수진,1,2344146,,,20.84,20.84
67170,,오텍,15391605,강성희,3,3745547,,605815,25.33,28.27
490,,대동공업,23728210,김준식,10,6414165,,,27.03,27.03
5950,,이수화학,15278000,(주)이수,12,5993913,,926828,39.23,42.71
950110,,SBI핀테크솔루션즈,24656540,에스비아이홀딩스,1,14561991,,17853131,59.06,131.47
83310,,엘오티베큠,13258256,오흥식,4,3772182,,,29.93,29.93
39560,,다산네트웍스,28021481,다산인베스트,7,8023417,,30000,31.54,31.66
123100,,원익테라세미콘,11303840,원익홀딩스,2,2840858,,,25.13,25.13
122640,,예스티,10818302,장동복,5,1158500,,,26.77,26.77
390,,삼화페인트,26438751,김장연,4,8646065,,160000,33,33.62
217730,,강스템바이오텍,16592937,강경선,15,3497055,,215000,21.52,22.84
114810,,아이원스,13415919,이문기,4,4475008,,7616,33.36,33.39
103590,,일진전기,37080390,일진홀딩스,4,22148477,,,59.73,59.73
90470,,제이스텍,14597808,정재송,3,6459002,,,44.25,44.25
72870,,메가스터디,4016291,손주은,5,1251021,,20000,31.15,31.65
2840,,미원상사,792938,김정돈,35,449162,,,56.65,56.65
30960,,양지사,15980000,이배구,3,12070262,,,75.53,75.53
100700,,세운메디칼,43800000,이길환,6,24940180,,,56.94,56.94
42040,,케이피엠테크,81840796,텔콘홀딩스,1,13709511,,,18.35,18.35
2760,,보락,59900000,정기련,7,24486700,,,40.88,40.88
241690,,유니테크노,11927520,이좌영,3,8646658,,,72.49,72.49
204620,,글로벌텍스프리,19283377,브레인콘텐츠,6,33651451,,,35.2,35.2
15890,,태경산업,29228750,김해련,9,18104873,,,61.94,61.94
17180,,명문제약,24540000,우석민,3,5953847,,,24.77,24.77
900310,,컬러레이,54000000,ZHUO ZHONGBIAO,1,29155000,,,53.99,53.99
6910,,보성파워텍,45854719,임도수,4,7156318,,,15.61,15.61
53980,,오상자이엘,17747882,(주)오상,4,6404937,,,36.09,36.09
1360,,삼성제약,44135743,젬백스앤카엘,3,5754192,,,13.89,13.89
143210,,핸즈코퍼레이션,21863268,승현창,20,13270360,,,60.7,60.7
3160,,디아이,31496785,박원호,3,7781268,,,24.7,24.7
109610,,에스와이패널,24100000,홍영돈,19,6717656,,,27.87,27.87
121600,,나노신소재,10848333,박장우,9,3975357,,,36.64,36.64
14200,,광림,48498486,칼라스홀딩스,1,15913534,,,32.81,32.81
92130,,이크레더블,12043600,한국기업평가,1,7772747,,,64.54,64.54
5870,,휴니드,14116015,김유진,4,3142112,,,22.26,22.26
90350,,노루페인트,20000000,노루홀딩스,11,10722831,,,53.61,53.61
79370,,제우스,10384000,이종우,8,5535777,,,53.31,53.31
53610,,프로텍,9460203,최승환,2,3134854,,,33.14,33.14
35080,,인터파크홀딩스,58500000,이기형,5,21061125,,4375,36,36.01
9270,,신원,76738152,(주)티앤엠커뮤니케이션즈,5,19549110,,21739130,30.88,48.55
3830,,대한화섬,1328000,이호진,5,810104,,,61,61
67830,,세이브존I&C,41040895,(주)세이브존,15,21714813,,,52.91,52.91
75580,,세진중공업,38372720,윤종국,5,24652180,,,64.24,64.24
44450,,KSS해운,23185880,박종규,10,7021004,,,30.28,30.28
137940,,넥스트아이,68480595,Aesthetic International Beauty Chain Group Limited,1,13936650,,8635575,20.35,29.27
33500,,동성화인텍,26983609,동성홀딩스,3,10959588,,,40.62,40.62
4250,,NPC,36720000,임익성,12,21519203,35590,,58.6,58.6
38060,,루멘스,47276784,루멘스홀딩스,7,6445069,,,13.63,13.63
67000,,조이시티,11783395,엔드림,8,4100480,,270000,34.8,37.09
32790,,엠젠플러스,14571042,(주)셀루메드,3,1546387,,,10.84,10.84
264900,,크라운제과,12523850,크라운해태홀딩스,7,8044805,51844,,64.24,64.24
52790,,액토즈소프트,11330638,Shanda Games Korean Investment Limited,1,5787191,,,51.08,51.08
13990,,아가방컴퍼니,32887536,랑시코리아,1,8723498,,346000,26.53,27.58
71200,,인피니트헬스케어,24396458,(주)솔본,21,11287374,,370000,46.27,47.72
194370,,제이에스코퍼레이션,13335601,홍재성,5,7936654,,250000,59.51,61.39
4560,,현대비앤지스틸,15078811,현대제철,4,6951013,1703,,46.1,46.1
102280,,쌍방울,129124213,광림(주),2,23541023,,,18.23,18.23
48410,,현대아이비티,32574192,씨앤팜,5,3388500,,,10.4,10.4
225190,,삼양옵틱스,10000000,에스와이오투자목적회사,3,6875665,,25000,68.76,68.83
171120,,라이온켐텍,15386005,박희원,13,10110624,,,65.71,65.71
117670,,알파홀딩스,13144440,프리미어바이오,3,1432033,,,10.94,10.94
131290,,티에스이,11061429,권상준,7,7545394,,,68.21,68.21
239610,,에이치엘사이언스,5142148,이해연,3,3555370,,,69.14,69.14
161580,,필옵틱스,5852100,한기수,15,2191658,,89800,37.67,39.21
4890,,동일산업,2425215,오순택,6,1091775,,,45.02,45.02
12690,,모나리자,36571255,엠에스에스홀딩스,2,24166564,,,66.08,66.08
32820,,우리기술,85399992,에이치비인베스트먼트,1,5000000,,,5.98,5.98
260660,,알리코제약,9595575,,,,,,,
4310,,현대약품,32000000,이한구,9,8272129,,,25.85,25.85
52420,,오성첨단소재,32222591,에스맥,1,42000000,,,20.45,20.45
115180,,큐리언트,7566192,한국파스퇴르연구소,6,1634564,,296400,21.6,25.52
94850,,참좋은여행,14000000,삼천리자전거,1,5403329,,,38.6,38.6
700,,유수홀딩스,26041812,최은영,4,12253434,,,47.05,47.05
89140,,넥스턴,11846520,대호테크,2,4901660,,,41.38,41.38
1340,,백광산업,44918407,(주)상원아이엠엘,10,22291220,,,49.63,49.63
72020,,중앙백신,7320000,윤인중,7,2770362,,,37.85,37.85
4060,,SG세계물산,202424960,SG고려,2,105451120,,,52.09,52.09
1540,,안국약품,13042420,어진,7,6476425,,,49.66,49.66
65530,,전파기지국,52860000,장석하,2,2640000,,,49.94,49.94
19550,,SBI인베스트먼트,162066575,에스비아이코리아홀딩스(주),2,70910032,,,43.75,43.75
1840,,이화공영,19805760,최삼규,4,9417477,,,47.55,47.55
46140,,SBS콘텐츠허브,21463555,SBS미디어홀딩스,4,13945492,,10000,64.97,64.99
123860,,아나패스,10127700,이경호,4,1686522,,,16.65,16.65
33100,,제룡전기,16062409,박종태,5,6940076,,,43.21,43.21
138580,,비즈니스온,9544940,옴니시스템,5,3999340,,,41.9,41.9
2360,,SH에너지화학,111133730,"REALTY ADVISORS, INC.",2,34594076,,,31.13,31.13
66430,,와이오엠,11563534,김수현,2,1586145,,,13.72,13.72
26890,,디피씨,41678175,도용환,18,9082695,,,21.79,21.79
141000,,비아트론,12114710,김형준,6,2310170,,,19.07,19.07
66980,,브레인콘텐츠,152273184,문양근,12,55018111,,,36.3,36.3
900300,,오가닉티코스메틱,56925000,Cai Zheng Wang,1,25285535,,,44.42,44.42
47310,,파워로직스,34286030,탑엔지니어링,6,11498670,,,33.54,33.54
1460,,BYC,624615,(주)남호섬유,20,439931,1120,,70.43,70.43
94480,,갤럭시아컴즈,39229838,효성ITX,5,20056212,,,57.58,57.58
56080,,유진로봇,37512152,Imanto AG,2,19112003,,155971,51.5,51.7
40910,,아이씨디,16666497,이승호,6,4464094,,180000,26.82,27.9
67990,,도이치모터스,26263308,권오수,2,7673418,,,29.22,29.22
900260,,로스웰,90781250,ZHOU XIANG DONG,3,59340000,,,65.37,65.37
3460,,유화증권,11340483,윤경립,25,5714371,2270257,,50.39,50.39
2630,,오리엔트바이오,163712407,장재진,3,39971719,,,24.51,24.51
13570,,디와이,26319633,조병호,6,10662800,,,40.51,40.51
52400,,코나아이,15559118,조정일,6,4255669,,,27.35,27.35
12700,,리드코프,26749230,디케이마린,4,10621662,,,39.71,39.71
149940,,모다,21160409,세종상호저축은행,2,1988650,,,10.42,10.42
248170,,샘표식품,4568286,샘표(주),13,2777961,,,60.81,60.81
7660,,이수페타시스,41268398,(주)이수,8,12819570,,,31.06,31.06
263720,,디앤씨미디어,12041343,신현호,3,6339556,,,52.65,52.65
84870,,TBH글로벌,20856819,우종완,16,10216351,,,48.98,48.98
73560,,우리손에프앤지,69237643,이지바이오,12,42493400,,,61.37,61.37
140070,,서플러스글로벌,36988000,김정웅,11,12027958,,,65.04,65.04
53300,,한국정보인증,31165000,(주)다우기술,3,9725198,,,31.21,31.21
97520,,엠씨넥스,9196390,민동욱,4,3040913,,,33.79,33.79
54800,,아이디스홀딩스,10347756,김영달,5,3440492,,20700,33.25,33.38
2100,,경농,21691750,(주)동오레저,5,13042230,,,60.13,60.13
138360,,에이씨티,18523244,제이에스엔홀딩스,1,1704300,,,9.32,9.32
21080,,에이티넘인베스트,48000000,에이티넘파트너스,1,15572269,,,32.44,32.44
50890,,쏠리드,36622722,정준,14,6617991,4775724,6718529,29.55,40
60560,,홈센타홀딩스,84014384,박병준,13,43121010,,,51.46,51.46
11000,,진원생명과학,21174063,"VGX Pharmaceuticals, Inc.",8,2638529,,1906000,12.46,21.46
117580,,대성에너지,27500000,대성홀딩스,2,20000000,,,72.73,72.73
41440,,에버다임,17915944,현대그린푸드,14,10150189,,25000,56.65,56.79
84680,,이월드,90509897,이랜드파크,2,68579585,,,75.77,75.77
122450,,KMH,21428410,최상주,10,5102290,,,36.08,36.08
35610,,솔본,27345997,홍기태,5,12335683,,,45.11,45.11
44480,,바이오제네틱스,10954777,바이오제네틱스투자조합,2,1679700,,,19.53,19.53
17510,,세명전기,15246000,권철현,7,5920680,,,38.83,38.83
14100,,보령메디앙스,11800000,김은정,4,4902160,,,43,43
230360,,에코마케팅,16198937,김철웅,5,4660909,,,57.34,57.34
222110,,팬젠,9615781,김영부,12,3330266,,77200,34.63,35.44
85310,,엔케이,79983352,박윤소,4,20727779,,,25.92,25.92
11560,,세보엠이씨,10530000,김우영,3,4698777,,,44.62,44.62
39860,,나노엔텍,25652586,에스케이텔레콤(주),3,7441275,,,30.41,30.41
101730,,조이맥스,8505234,위메이드엔터테인먼트,2,3800652,,,44.69,44.69
25560,,미래산업,631818400,,,,,,,
77360,,덕산하이메탈,22718501,덕산홀딩스,13,12336531,,514370,54.3,56.57
86960,,한컴MDS,8828608,(주)한글과컴퓨터,7,2897260,,150000,32.83,34.53
3960,,사조대림,5960575,사조산업(주),6,4639203,,,77.83,77.83
63170,,서울옥션,16917500,이호재,12,5748103,,,33.98,33.98
92200,,디아이씨,22467410,김성문,13,11472498,,,51.06,51.06
225330,,씨엠에스에듀,18624768,청담러닝,6,10409384,,513000,55.9,58.65
17900,,광전자,57943763,중도곽화,8,32148229,,,55.48,55.48
32560,,황금에스티,14000000,김종현,5,7577278,,,54.12,54.12
17040,,광명전기,43337615,이재광,2,12051628,,,27.81,27.81
4650,,창해에탄올,9190885,임성우,10,2102560,,,22.88,22.88
5390,,신성통상,143708390,(주)가나안,3,94150640,,,65.52,65.52
64090,,에프앤리퍼블릭,50869788,에프앤코스메딕스,9,9646005,,542003,18.96,19.82
33530,,세종공업,20054430,에스제이원,5,11233566,,,56.02,56.02
2900,,동양물산,65388900,김희용,7,16222023,,,24.81,24.81
34810,,해성산업,9780000,단재완,8,6153455,,,62.92,62.92
12200,,계양전기,32600000,단재완,11,14394370,46677,,44.15,44.15
103130,,웅진에너지,29698779,(주)웅진,8,5554030,,386660,21.72,23.23
9320,,대우부품,47646375,우신산업,3,15700368,,,32.95,32.95
22220,,정산애강,51794579,태광실업,5,27455492,,,53.01,53.01
194480,,데브시스터즈,11182635,이지훈,6,3302680,,571000,29.61,34.73
100250,,진양홀딩스,55895292,KPX홀딩스,10,35178416,,,62.94,62.94
109960,,에이프로젠 H&G,52006850,에이비에이바이오로직스,2,15915120,,,31.6,31.6
219550,,MP한강,56831270,MP그룹,4,48095137,,,87.7,87.7
252500,,세화피앤씨,20743195,이훈구,8,6396230,,,33.59,33.59
60310,,3S,43954207,박종익,12,3489559,,286414,8.31,8.93
66620,,국보디자인,7500000,황창연,6,3791016,,,50.55,50.55
193250,,와이제이엠게임즈,45636595,민용재,4,8989365,,100000,19.7,19.92
46120,,오르비텍,23790573,(주)아스트,1,4609202,,,21.14,21.14
217600,,켐온,63861340,코아스템,8,35846793,,,56.82,56.82
19660,,글로본,28001047,한상호,2,4876706,,,17.42,17.42
230,,일동홀딩스,10490296,씨엠제이씨,27,7159384,,,68.25,68.25
19440,,세아특수강,8570000,(주)세아홀딩스,3,6046180,,,70.55,70.55
204840,,지엘팜텍,32244133,(주)케이씨텍,7,9480794,,4553640,29.89,44.25
88800,,에이스테크,31707378,구관영,9,9487075,,,32.37,32.37
105840,,우진,17360000,이재원,14,8872283,,,51.11,51.11
9470,,삼화전기,6613820,오영주,3,1688640,,,25.53,25.53
95190,,이엠코리아,35736265,강삼수,2,10059258,,,31.32,31.32
6340,,대원전선,68107171,갑도물산(주),3,26347078,,,38.68,38.68
227840,,현대코퍼레이션홀딩스,9100836,정몽혁,16,3972420,,,43.65,43.65
49070,,인탑스,17200000,김재경,5,6132862,,,35.66,35.66
96630,,에스코넥,65265724,박순관,2,12639469,,,19.37,19.37
32940,,원익,17934432,이용한,3,5768812,,,45.66,45.66
900270,,헝셩그룹,80000000,후이만킷,2,46213500,,,57.77,57.77
90730,,SIMPAC Metal,13000000,심팩홀딩스,9,8006350,,,61.59,61.59
4200,,고려개발,21550000,대림산업(주),3,14624263,,5555550,67.86,74.45
68790,,DMS,23012487,박용석,6,5347222,,365000,23.31,24.9
17370,,우신시스템,18314054,허우영,8,6706982,,,36.62,36.62
60300,,레드로버,44474010,"Suning Universal Media Co., Ltd.",2,10339567,,,23.25,23.25
173940,,에프엔씨엔터,14364880,한성호,3,4906312,,,34.15,34.15
92220,,KEC,112451621,한국전자홀딩스,15,38857462,,4255320,35.05,37.45
236200,,슈프리마,7080273,슈프리마에이치큐,6,2420182,,,34.18,34.18
9200,,무림페이퍼,41609310,무림에스피,6,22501247,,,54.08,54.08
94280,,효성ITX,11558200,조현준,2,7861445,,,68.02,68.02
23900,,풍국주정,12600000,이한용,11,8547986,,,67.84,67.84
53350,,이니텍,19790916,에이치엔씨네트워크,3,11280069,,70000,57,57.15
192410,,감마누,24435800,에스엠브이,3,12454140,,,50.97,50.97
60240,,룽투코리아,24176133,LONGTUGAME HK LIMITED,2,10615663,,,43.91,43.91
28040,,미래SCI,23169387,씨트러스컨설팅,1,2160074,,,10.4,10.4
214310,,세미콘라이트,58939854,에스엘코리아,1,5776455,,,12.66,12.66
41590,,에너전트,44411076,젬백스앤카엘,5,11332057,,3046590,27.53,32.52
41910,,에스텍파마,11898263,김재철,3,2851892,,554692,24.22,27.63
54450,,텔레칩스,13505911,이장규,3,2893930,,,27.22,27.22
7110,,일신석재,77456610,세계기독교통일신령협회,1,32003820,,,41.32,41.32
25750,,한솔홈데코,80565149,한솔홀딩스,5,18905887,,293600,23.47,23.83
34940,,조아제약,28310231,조원기,2,6064005,,,21.42,21.42
14280,,금강공업,4855964,안영순,4,1690092,,,34.8,34.8
7980,,태평양물산,49911742,임석원,14,15530532,,,31.51,31.51
23600,,삼보판지,14700000,류진호,6,8818102,,,62.99,62.99
26180,,현대정보기술,59537195,롯데정보통신,4,35557926,,,59.72,59.72
259630,,엠플러스,5111890,김종성,13,1541940,,,30.16,30.16
136540,,윈스,11530731,(주)금양통신,9,3591843,,2180332,31.29,42.4
20710,,시공테크,20047970,박기석,2,7463587,,,37.23,37.23
144620,,코오롱머티리얼,45000000,코오롱인더스트리,3,30043350,,,66.76,66.76
1470,,삼부토건,18766750,디에스티로봇,3,4610951,,,24.57,24.57
151860,,KG ETS,36000000,케이지,4,16688719,,,46.36,46.36
78890,,가온미디어,14395881,임화섭,2,2183318,,269784,16.28,17.93
13870,,지엠비코리아,19072280,구교성,21,11796648,,,61.85,61.85
267790,,배럴,7215846,,,,,,,
41650,,상신브레이크,21471450,정성한,12,10060673,,,46.86,46.86
48870,,시너지이노베이션,55508469,시너지아이비투자,6,22431584,,3760957,40.6,44.39
24090,,디씨엠,11700000,정연택,11,4388608,,,37.51,37.51
109740,,디에스케이,20354763,시너지이노베이션,8,2842629,,2502502,14,23.44
33320,,제이씨현시스템,19114432,차현배,5,7448533,,,38.97,38.97
114120,,크루셜텍,45767892,안건준,6,9461548,,1575659,16.16,18.36
131970,,테스나,6850000,이종도,7,2292034,,,33.46,33.46
59090,,미코,31316603,전선규,8,5859865,,,18.71,18.71
58400,,KNN,132429720,넥센,1,52069670,,,39.32,39.32
80220,,제주반도체,28560538,박성식,7,3966742,,1163467,15.46,19.13
43090,,팜스웰바이오,25813036,디올제약,3,1845080,,,7.37,7.37
91590,,남화토건,11740000,최상준,19,7190908,,,61.25,61.25
20760,,일진디스플,28314440,허진규,7,12967550,,,45.8,45.8
1290,,골든브릿지증권,50693589,(주)골든브릿지,8,21567722,,,42.55,42.55
35000,,지투알,16567409,(주)엘지,2,5804263,,,35.03,35.03
38880,,아이에이,41288060,김동진,9,4827623,,,11.95,11.95
58730,,다스코,15400000,한상원,7,6776351,,,44,44
4840,,DRB동일,19480000,김세연,6,13229583,,,69.63,69.63
8350,,남선알미늄,110179090,우방산업,10,46620785,,,42.31,42.31
246720,,아스타,9402523,조응준,6,4969366,,,52.85,52.85
5710,,대원산업,20037600,허재건,20,12274069,,,61.26,61.26
24810,,이화전기,368136860,,,,,,,
58430,,포스코강판,6000000,(주)포스코,1,3412000,,,56.87,56.87
41460,,한국전자인증,21459249,신홍식,18,3399611,,17000,15.84,15.92
3650,,미창석유,1739672,유재순,4,679989,,,39.09,39.09
1530,,동일방직,2378309,정헌재단,16,480007,,,20.55,20.55
49080,,기가레인,50327715,케플러밸류파트너스,12,16316900,,1000000,33.57,35.63
222810,,바이오닉스진,15993536,박동훈,10,7060263,,,45.09,45.09
83650,,비에이치아이,26000000,박은미,6,9442953,,,36.32,36.32
130580,,나이스디앤비,15400000,NICE홀딩스,1,5385000,,,34.97,34.97
78130,,국일제지,116391006,최우식,1,41000000,,,35.23,35.23
6220,,제주은행,22128774,(주)신한금융지주회사,1,15241424,,,68.88,68.88
222080,,씨아이에스,53624705,김수하,4,15672659,,,29.23,29.23
51360,,토비스,16717058,김용범,14,2169967,,,12.98,12.98
35150,,백산,24200000,김한준,8,12615858,,,52.13,52.13
3100,,선광,6600000,심충식,24,3492708,,,52.92,52.92
7680,,대원,11050000,대원지주회사,9,9136865,,,82.69,82.69
66590,,우수AMS,24694303,전종인,4,6575695,,,26.63,26.63
38390,,레드캡투어,8589480,구본호,6,6410198,,,74.63,74.63
13520,,화승알앤에이,64561210,현지호,3,30859180,,,47.8,47.8
65510,,휴비츠,11882871,김현수,7,3171585,,55000,26.69,27.03
214430,,아이쓰리시스템,6855460,정한,12,2912458,,215300,42.48,45.62
91580,,상신이디피,11295050,김일부,6,3274206,,,28.99,28.99
91970,,나노캠텍,19998251,Classical LegendsInternational Limited,2,8684800,,,43.43,43.43
14470,,부방,47293490,이대희,8,24612146,,,52.04,52.04
7860,,서연,23479844,유양석,5,10814556,,,46.06,46.06
49520,,유아이엘,21784936,유아이엘홀딩스,8,10625872,,,48.78,48.78
10960,,삼호개발,25000000,이종호,7,7838090,,,31.35,31.35
25440,,대성엘텍,99302148,STIC Private Equity Fund III L.P.,4,66103680,,,66.6,66.6
50110,,캠시스,57806604,권현진,5,12257195,,2355976,21.22,24.61
160980,,싸이맥스,10576294,인지컨트롤스(주),7,4410386,,,41.7,41.7
78000,,텔코웨어,9702706,금한태,4,2831765,,60000,29.19,29.62
53590,,한국테크놀로지,47442572,한국코퍼레이션,3,11918615,,2281802,25.76,29.25
950130,,엑세스바이오,27064930,,,,,,,
21040,,대호피앤씨,73112826,(주)디에스피,1,20632561,,,28.22,28.22
104200,,NHN벅스,14827550,엔에이치엔엔터테인먼트,5,6108640,,180000,41.2,42.41
92070,,디엔에프,10761828,김명운,5,2342116,,,21.76,21.76
5430,,한국공항,3166355,(주)대한항공,2,1890654,,,59.71,59.71
16600,,큐캐피탈,134639266,(주)지엔코,3,69805000,,12079378,52.05,56.02
15710,,코콤,17530500,고성욱,9,10377293,,,59.2,59.2
36810,,에프에스티,19631868,장명식,6,5311769,,,27.29,27.29
2800,,신신제약,15170500,이영수,9,8426230,,,55.54,55.54
39830,,오로라,10762890,노희열,5,5006857,,,46.52,46.52
36560,,영풍정밀,15750000,유중근,21,7978317,,,50.66,50.66
134790,,시디즈,2000000,일룸,4,1214472,,,60.72,60.72
126870,,뉴로스,18289448,김승우,4,2650848,,,16.57,16.57
9300,,삼아제약,6370000,허준,4,4177488,,,65.58,65.58
108860,,셀바스AI,22055945,곽민철,4,4908016,,90000,22.25,22.66
8250,,이건산업,9373525,박승준,8,3711682,,,39.6,39.6
14530,,극동유화,34869420,장홍선,5,15862550,,,45.49,45.49
2170,,삼양통상,3000000,허남각,8,1525580,,,50.85,50.85
1380,,SG충방,44964143,SG고려,3,34701138,,,77.18,77.18
900250,,크리스탈신소재,67783852,Dai Jia Long,1,26072522,,,38.46,38.46
34590,,인천도시가스,4374754,이종훈,7,2995425,,,68.47,68.47
205100,,엑셈,33249362,조종암,1,12952937,,,38.96,38.96
36120,,SCI평가정보,35500000,진원이앤씨,3,21538240,,,60.67,60.67
26040,,제이에스티나,16503790,김기문,7,5887547,,,35.67,35.67
42420,,네오위즈홀딩스,8856866,나성균,2,3759200,,33333,42.44,42.66
37270,,YG PLUS,58170704,와이지엔터테인먼트,7,30406794,,,52.27,52.27
12320,,경동인베스트,2365023,경동홀딩스,8,1283940,,,54.29,54.29
23000,,삼원강재,40000000,대원강업(주),7,24429300,,,61.07,61.07
34300,,신세계건설,4000000,이마트,4,1708107,,,42.7,42.7
55490,,테이팩스,4717650,(주)한솔케미칼,1,2141300,,,45.39,45.39
36170,,씨티엘,26254825,김병진,4,3700079,,6079533,14.09,30.34
140670,,알에스오토메이션,9103140,강덕현,15,3764461,,,41.35,41.35
16710,,대성홀딩스,16089459,김영훈,2,11703136,,,72.74,72.74
108380,,대양전기공업,9567333,서영우,4,5718457,,,59.77,59.77
36180,,영인프런티어,17600341,이지민,9,5702948,,,32.4,32.4
89230,,THE E&M,91860980,룽투코리아,1,44300965,,,48.23,48.23
650,,천일고속,1429220,박도현,4,1225467,,,85.74,85.74
12160,,영흥철강,85826509,장세일,3,25560408,,,29.78,29.78
3480,,한진중공업홀딩스,29529812,조남호,6,14544288,,,49.25,49.25
93190,,빅솔론,19238905,아이디스홀딩스,1,7821698,,,40.66,40.66
64510,,에코마이스터,12182761,,,,,,,
130660,,한전산업,32600000,한국자유총연맹,1,10106000,,,31,31
54620,,APS홀딩스,20394221,정기로,4,1068669,,22828,8.96,9.15
2620,,제일파마홀딩스,4345507,한승수,7,1891550,,,43.53,43.53
520,,삼일제약,5500000,허강,9,2351340,,,42.75,42.75
3080,,성보화학,20020000,윤정선,21,14717085,,,73.51,73.51
100090,,삼강엠앤티,18966017,송무석,6,8210046,,,48.71,48.71
21820,,세원정공,10000000,에스엔아이,9,4605768,,,46.06,46.06
204990,,현성바이탈,31650123,신지윤,5,23133844,,,73.09,73.09
53700,,삼보모터스,14249335,이재하,13,5926188,,716325,41.59,44.39
82210,,옵트론텍,22560627,임지윤,3,4651639,,,20.62,20.62
137400,,피엔티,8466666,김준섭,5,1952900,,,24.62,24.62
11390,,부산산업,1056000,김영일,1,546489,,,51.75,51.75
59210,,메타바이오메드,23862351,오석송,1,4718407,,1952431,21.57,28
47770,,코데즈컴바인,37842602,코튼클럽,1,22719700,,,60.04,60.04
